id,name,location_id/id,date,filter,line_ids/product_id,line_ids/product_qty,line_ids/product_uom_id,line_ids/location_id/id
,,,,,SJ1225,10,Unit(s),stock.stock_location_stock
,,,,,SC126,74,Unit(s),stock.stock_location_stock
,,,,,SC726,721,Unit(s),stock.stock_location_stock
,,,,,SC1326,2246,Unit(s),stock.stock_location_stock
,,,,,SB526,13210,Unit(s),stock.stock_location_stock
,,,,,SC227,1733,Unit(s),stock.stock_location_stock
,,,,,SA327202,2640,Unit(s),stock.stock_location_stock
,,,,,SR501,58,Unit(s),stock.stock_location_stock
,,,,,SB028,3123,Unit(s),stock.stock_location_stock
,,,,,SC728,2118,Unit(s),stock.stock_location_stock
,,,,,SC1328,1439,Unit(s),stock.stock_location_stock
,,,,,SE228,2187,Unit(s),stock.stock_location_stock
,,,,,SJ1228,1,Unit(s),stock.stock_location_stock
,,,,,SB528,3556,Unit(s),stock.stock_location_stock
,,,,,SP309S,132,Unit(s),stock.stock_location_stock
,,,,,SB030,2880,Unit(s),stock.stock_location_stock
,,,,,SC1330,1634,Unit(s),stock.stock_location_stock
,,,,,SC230,960,Unit(s),stock.stock_location_stock
,,,,,SJ1030,178,Unit(s),stock.stock_location_stock
,,,,,SB530,5667,Unit(s),stock.stock_location_stock
,,,,,SA530,14,Unit(s),stock.stock_location_stock
,,,,,SC730,2597,Unit(s),stock.stock_location_stock
,,,,,SB432,602,Unit(s),stock.stock_location_stock
,,,,,SC1332,1894,Unit(s),stock.stock_location_stock
,,,,,SO132,290,Unit(s),stock.stock_location_stock
,,,,,SE232,1661,Unit(s),stock.stock_location_stock
,,,,,SB532,8998,Unit(s),stock.stock_location_stock
,,,,,SC232,7061,Unit(s),stock.stock_location_stock
,,,,,SB032,2000,Unit(s),stock.stock_location_stock
,,,,,SC732,1536,Unit(s),stock.stock_location_stock
,,,,,SA332222,1324,Unit(s),stock.stock_location_stock
,,,,,SA332224,3713,Unit(s),stock.stock_location_stock
,,,,,SD133040,256,Unit(s),stock.stock_location_stock
,,,,,SC233,1808,Unit(s),stock.stock_location_stock
,,,,,SB234,8653.28,Unit(s),stock.stock_location_stock
,,,,,SC1334,1388,Unit(s),stock.stock_location_stock
,,,,,SO134,0,Unit(s),stock.stock_location_stock
,,,,,SB034,2800,Unit(s),stock.stock_location_stock
,,,,,SC734,875,Unit(s),stock.stock_location_stock
,,,,,SB535,3074,Unit(s),stock.stock_location_stock
,,,,,SA435246,408,Unit(s),stock.stock_location_stock
,,,,,SB236,11893.16,Unit(s),stock.stock_location_stock
,,,,,SO136,359,Unit(s),stock.stock_location_stock
,,,,,SA602,4565,Unit(s),stock.stock_location_stock
,,,,,SA606,0,Unit(s),stock.stock_location_stock
,,,,,SA608,0,Unit(s),stock.stock_location_stock
,,,,,SE236,1478,Unit(s),stock.stock_location_stock
,,,,,SC236,2979,Unit(s),stock.stock_location_stock
,,,,,SC236A,817,Unit(s),stock.stock_location_stock
,,,,,SC736,821,Unit(s),stock.stock_location_stock
,,,,,SB436,80,Unit(s),stock.stock_location_stock
,,,,,SB036,1360,Unit(s),stock.stock_location_stock
,,,,,SA13627,627,Unit(s),stock.stock_location_stock
,,,,,SA336272A,120,Unit(s),stock.stock_location_stock
,,,,,SA336272B,150,Unit(s),stock.stock_location_stock
,,,,,SA336272,2278,Unit(s),stock.stock_location_stock
,,,,,SA336274,1403,Unit(s),stock.stock_location_stock
,,,,,SA336277,4543,Unit(s),stock.stock_location_stock
,,,,,SB702,78,Unit(s),stock.stock_location_stock
,,,,,SC240,1160,Unit(s),stock.stock_location_stock
,,,,,SA604,1710,Unit(s),stock.stock_location_stock
,,,,,SA610,1,Unit(s),stock.stock_location_stock
,,,,,SA612,0,Unit(s),stock.stock_location_stock
,,,,,SA540,0,Unit(s),stock.stock_location_stock
,,,,,SC740,60,Unit(s),stock.stock_location_stock
,,,,,SA440288,90,Unit(s),stock.stock_location_stock
,,,,,SA14030,984,Unit(s),stock.stock_location_stock
,,,,,SA340302,1058,Unit(s),stock.stock_location_stock
,,,,,SA340303,1344,Unit(s),stock.stock_location_stock
,,,,,SA340304,1086,Unit(s),stock.stock_location_stock
,,,,,SA340307,1526,Unit(s),stock.stock_location_stock
,,,,,SD542026,5544,Unit(s),stock.stock_location_stock
,,,,,SR222,2074,Unit(s),stock.stock_location_stock
,,,,,SD142430,65,Unit(s),stock.stock_location_stock
,,,,,SR230,396,Unit(s),stock.stock_location_stock
,,,,,SC243,4806,Unit(s),stock.stock_location_stock
,,,,,SA443287,2176,Unit(s),stock.stock_location_stock
,,,,,SD4440,59,Unit(s),stock.stock_location_stock
,,,,,SR247,1858,Unit(s),stock.stock_location_stock
,,,,,SR401,10,Unit(s),stock.stock_location_stock
,,,,,SA445318,240,Unit(s),stock.stock_location_stock
,,,,,SA14535,1611,Unit(s),stock.stock_location_stock
,,,,,SA345352,1502,Unit(s),stock.stock_location_stock
,,,,,SA345354A,1380,Unit(s),stock.stock_location_stock
,,,,,SA345357,1140,Unit(s),stock.stock_location_stock
,,,,,SC247,936,Unit(s),stock.stock_location_stock
,,,,,SA248342,265,Unit(s),stock.stock_location_stock
,,,,,SC250,316,Unit(s),stock.stock_location_stock
,,,,,SB450,1580,Unit(s),stock.stock_location_stock
,,,,,SA15035,2360,Unit(s),stock.stock_location_stock
,,,,,SA350352,5417,Unit(s),stock.stock_location_stock
,,,,,SA350354,826,Unit(s),stock.stock_location_stock
,,,,,SA350357,1281,Unit(s),stock.stock_location_stock
,,,,,SA350402,1296,Unit(s),stock.stock_location_stock
,,,,,SA350404,2209,Unit(s),stock.stock_location_stock
,,,,,SG333,0,Unit(s),stock.stock_location_stock
,,,,,SB455,827,Unit(s),stock.stock_location_stock
,,,,,SA258422A,1050,Unit(s),stock.stock_location_stock
,,,,,SB460,1662,Unit(s),stock.stock_location_stock
,,,,,SA16040,274,Unit(s),stock.stock_location_stock
,,,,,SA360402,2434,Unit(s),stock.stock_location_stock
,,,,,SA360404,670,Unit(s),stock.stock_location_stock
,,,,,SA360407,749,Unit(s),stock.stock_location_stock
,,,,,SG107,9345,โหล,stock.stock_location_stock
,,,,,SG1075,940,Unit(s),stock.stock_location_stock
,,,,,SG108,3229.5,Unit(s),stock.stock_location_stock
,,,,,SB308,1453,Unit(s),stock.stock_location_stock
,,,,,SB309,30.16,Unit(s),stock.stock_location_stock
,,,,,SP109,648,Unit(s),stock.stock_location_stock
,,,,,SJ102,1455,Unit(s),stock.stock_location_stock
,,,,,SD223A,362,Unit(s),stock.stock_location_stock
,,,,,SD312,32,Unit(s),stock.stock_location_stock
